county_name,population,crime_rate_per_100000,MURDER,RAPE,ROBBERY,AGASSLT,BURGLRY,LARCENY,MVTHEFT,ARSON
"Wilson County, KS",9105,197.693575,0,2,1,15,65,159,9,2
"Beaver County, OK",5566,197.6284585,0,1,0,10,25,50,4,0
"Linn County, IA",216111,197.120924,4,63,101,258,1288,4262,305,43
"Archuleta County, CO",12194,196.8181073,0,3,1,20,65,125,8,3
"Pinal County, AZ",389350,196.481315,13,67,114,570,2207,6811,587,71
"Mahaska County, IA",22417,196.2796092,0,4,1,39,121,218,11,4
"Grays Harbor County, WA",71078,195.5598075,4,20,37,77,649,1479,143,10
"Washington County, PA",208206,195.4794771,5,49,91,261,731,2748,140,38
"Ness County, KS",3073,195.2489424,0,1,0,5,5,18,5,0
"Mineral County, NV",4614,195.0585176,0,0,0,9,20,32,6,0
"Bremer County, IA",24624,194.9317739,2,3,1,42,51,142,4,0
"Gilchrist County, FL",16931,194.9087473,0,0,1,32,94,137,16,0
"Tuolumne County, CA",53874,194.8992093,0,15,16,74,468,637,85,25
"Otsego County, MI",24129,194.7863567,0,20,2,25,87,334,20,2
"Muskingum County, OH",85231,194.7648156,3,35,55,74,647,2349,123,19
"Herkimer County, NY",64181,194.7616896,2,10,3,110,268,883,30,6
"Sussex County, VA",11810,194.7502117,1,2,5,15,39,103,13,4
"Logan County, AR",22082,194.7287383,0,11,1,31,196,271,33,1
"Cherokee County, NC",27218,194.7240797,3,4,3,43,298,469,36,7
"Northampton County, PA",299791,194.4688133,9,46,196,332,961,4586,192,21
"Skagit County, WA",118837,194.383904,2,36,46,147,1239,3406,248,27
"Berrien County, GA",19048,194.2461151,0,4,8,25,149,274,11,1
"Austin County, TX",28847,194.1276389,1,7,5,43,142,322,27,1
"Clark County, KY",35614,193.7440332,4,14,20,30,316,917,56,6
"Cherokee County, OK",48017,193.6814045,0,6,6,81,265,657,58,4
"Guadalupe County, TX",143183,193.4587207,2,67,31,177,601,2271,127,10
"Cleburne County, AL",14994,193.4106976,0,1,2,25,88,178,8,2
"Fannin County, TX",33659,193.1132832,4,18,3,40,180,366,25,2
"Braxton County, WV",14502,193.076817,0,2,2,24,39,109,14,1
"Cumberland County, VA",9841,193.06981,0,0,0,19,22,61,14,1
"Edgefield County, SC",26436,192.9187472,2,6,7,36,147,337,37,3
"Macon County, GA",14009,192.7332429,1,0,5,21,103,477,20,0
"Wright County, IA",12972,192.7227875,0,4,1,20,37,111,6,1
"Coosa County, AL",10898,192.6959075,0,2,2,17,74,138,12,2
"Pickens County, GA",29584,192.6717144,2,0,0,55,134,468,23,0
"Cooper County, MO",17647,192.6673089,1,1,2,30,109,324,16,1
"Ross County, OH",77910,192.5298421,0,24,35,91,1006,2812,111,10
"Juneau County, WI",26547,192.1121031,0,8,1,42,106,337,14,0
"Queen Anne's County, MD",48517,191.6853886,1,2,8,82,169,625,29,7
"Dodge County, MN",20349,191.6556096,0,5,2,32,52,211,12,0
"Refugio County, TX",7305,191.6495551,0,1,2,11,22,75,3,1
"Hamilton County, KS",2609,191.6443082,0,4,0,1,3,16,0,0
"Roscommon County, MI",24014,191.5549263,0,16,2,28,130,389,16,3
"Davidson County, NC",163420,191.5310244,0,15,84,214,1361,2450,173,27
"Dukes County, MA",17256,191.2378303,0,0,3,30,67,326,25,2
"Marion County, MS",26180,190.9854851,1,9,12,28,255,307,21,5
"Caribou County, ID",6808,190.9518214,0,1,0,12,10,23,1,0
"Rabun County, GA",16235,190.9454881,1,0,1,29,136,201,17,0
"Hillsdale County, MI",46101,190.8852303,0,18,2,68,180,471,15,6
"Calhoun County, AR",5241,190.8032818,2,1,0,7,12,26,2,0
"Redwood County, MN",15744,190.5487805,0,9,1,20,44,169,8,2
"Franklin County, VT",48294,190.4998551,0,8,17,67,320,755,75,1
"Howard County, MD",304580,190.4261606,5,34,178,363,1186,4934,313,64
"Columbia County, AR",24164,190.3658335,0,3,5,38,388,318,31,1
"Pierce County, WI",40976,190.3553299,2,4,4,68,138,572,24,7
"Cattaraugus County, NY",78892,190.1333469,1,18,17,114,432,1452,34,9
"Accomack County, VA",33148,190.0567153,2,9,15,37,179,423,21,41
"Brown County, SD",37907,189.9385338,0,23,1,48,99,411,30,3
"Rains County, TX",11065,189.7876186,0,7,0,14,53,122,10,0
"Marin County, CA",258365,189.6541714,0,30,156,304,1253,3254,584,42
"Winnebago County, WI",169541,189.3347332,0,28,24,269,675,2622,90,3
"Koochiching County, MN",13206,189.3078904,0,7,0,18,71,198,19,0
"Butte County, ID",2642,189.2505678,0,0,0,5,0,1,0,0
"Floyd County, IN",76244,188.8673207,4,24,39,77,504,2119,212,5
"Falls County, TX",17493,188.6468873,1,4,4,24,70,86,2,2
"Lincoln County, NE",36051,188.6216749,0,22,8,38,151,1055,48,9
"Sampson County, NC",64150,188.6204209,6,6,27,82,883,892,89,5
"Crane County, TX",4773,188.5606537,0,1,0,8,13,33,1,0
"Dawson County, TX",13810,188.26937,0,11,2,13,86,205,25,0
"Warren County, NY",65337,188.2547408,1,18,9,95,170,1100,25,14
"Hettinger County, ND",2660,187.9699248,0,0,1,4,3,7,4,1
"Cass County, MO",100641,187.7962262,1,23,21,144,346,1735,104,11
"Sawyer County, WI",16513,187.7308787,0,4,1,26,164,236,12,1
"Natrona County, WY",80973,187.7168933,3,7,12,130,474,1739,133,23
"Okmulgee County, OK",39438,187.6362899,1,4,7,62,268,630,72,14
"Franklin County, MO",101816,187.5933056,3,11,21,156,445,2032,111,4
"Wheatland County, MT",2134,187.4414246,0,0,0,4,1,2,1,1
"Moody County, SD",6404,187.3828857,0,4,0,8,10,73,4,1
"Lawrence County, OH",61917,187.3475782,1,13,20,81,388,1000,77,6
"Haskell County, TX",5875,187.2340426,0,0,0,11,30,46,4,0
"Monroe County, IA",8012,187.2191712,0,1,0,14,33,97,5,1
"White County, GA",27797,187.0705472,2,6,2,42,212,426,28,0
"Churchill County, NV",24063,187.0091011,1,2,6,36,153,385,39,1
"Bonneville County, ID",107517,186.9471804,0,41,15,145,423,1875,96,8
"Gallatin County, MT",94720,186.8665541,1,55,10,111,240,1877,86,41
"Campbell County, KY",90988,186.8378248,3,40,73,54,743,2284,143,22
"Marshall County, AL",94760,186.7876741,1,23,29,124,800,1648,127,8
"Van Zandt County, TX",52481,186.7342467,4,1,8,86,334,598,96,1
"Erie County, OH",76048,186.7241742,6,13,35,89,577,1743,47,9
"Blanco County, TX",10723,186.5149678,0,1,0,19,48,76,5,0
"Floyd County, IA",16092,186.4280388,0,4,1,25,39,134,8,2
"Coos County, OR",62282,186.2496387,1,5,15,94,410,1534,88,4
"Menard County, TX",2148,186.2197393,0,0,0,4,2,0,0,1
"Gooding County, ID",15080,185.6763926,0,5,1,22,133,104,12,3
"McIntosh County, OK",20493,185.4291709,1,9,1,27,126,282,35,3
"Montcalm County, MI",63105,185.4052769,1,38,7,71,339,925,40,10
"Lafourche Parish, LA",97141,185.2976601,4,2,31,143,700,1685,77,2
"Carroll County, NH",47499,185.2670583,0,18,12,58,250,808,45,10
"Placer County, CA",367309,185.130231,2,50,140,488,1601,4696,578,37
"Norfolk County, MA",687802,185.0823347,4,94,280,895,2155,7010,464,39
"Box Elder County, UT",50794,185.0612277,0,17,7,70,188,939,37,9
"Coryell County, TX",76192,185.0587988,3,14,25,99,397,819,21,21
"St. Tammany Parish, LA",242333,184.8695803,9,36,39,364,1003,3879,227,14
"Montgomery County, MD",1016677,184.719434,14,106,878,880,2690,13679,1073,239
"Sandusky County, OH",60098,184.6983261,0,5,16,90,353,1146,26,1
"Taos County, NM",33035,184.6526411,2,6,7,46,171,338,5,1
"Mecklenburg County, VA",31426,184.560555,0,10,12,36,226,462,39,14
"Valdez-Cordova Census Area, AK",9763,184.3695585,0,0,0,18,11,135,10,0
"Henry County, GA",211128,184.248418,5,39,123,222,1609,3945,444,16
"Cameron County, PA",4886,184.1997544,0,4,2,3,45,52,2,2
"Lee County, NC",60266,184.1834534,4,5,39,63,418,961,83,7
"Cherokee County, IA",11945,184.1774801,0,2,0,20,28,74,5,1
"Lincoln County, CO",5430,184.1620626,0,0,0,9,12,49,4,0
"Perquimans County, NC",13601,183.810014,2,2,7,14,119,101,8,1
"Stafford County, KS",4359,183.5283322,0,1,0,7,27,37,5,1
"Adams County, NE",31610,183.4862385,0,24,10,24,196,810,44,2
"Lampasas County, TX",20222,182.9690436,0,11,2,24,87,303,5,5
"Bee County, TX",32799,182.9324065,2,3,5,50,82,271,24,2
"Routt County, CO",23513,182.8775571,1,8,4,30,55,296,26,3
"Scott County, AR",10950,182.6484018,0,4,1,15,118,211,13,1
"Carroll County, MD",167564,182.6167912,3,19,47,237,690,1953,84,18
"Beauregard Parish, LA",36167,182.4867974,0,3,2,61,43,147,0,0
"Whiteside County, IL",57557,182.4278541,0,24,8,73,248,1129,41,1
"Ward County, ND",67990,182.3797617,0,25,6,93,127,718,117,7
"Sevier County, UT",20852,182.2367159,0,9,1,28,81,450,34,3
"Fairbanks North Star Borough, AK",100436,182.2055837,3,29,39,112,148,1283,118,5
"Alpena County, MI",29091,182.1869307,1,12,1,39,125,429,7,5
"La Plata County, CO",53284,182.0433901,2,9,8,79,148,647,34,7
"Nassau County, NY",1352146,182.0069726,28,72,1091,1270,2754,13200,1004,90
"Union County, IL",17583,181.9939715,1,0,0,31,40,192,5,0
"Lake County, OH",229857,181.8521951,1,54,102,261,637,3194,132,19
"Otero County, CO",18703,181.7890178,0,7,3,24,98,203,10,2
"Jefferson County, NY",119504,181.58388,1,14,25,176,464,2101,155,19
"Lycoming County, PA",116754,181.5783613,2,27,81,102,515,1925,78,25
"Mountrail County, ND",9376,181.3139932,4,0,0,13,25,78,27,4
"Walworth County, SD",5524,181.0282404,0,2,1,7,10,67,6,0
"Marshall County, IL",12153,181.0252613,0,2,1,19,48,55,2,2
"Mohave County, AZ",203030,180.7614638,12,31,57,267,1790,4842,444,20
"Menominee County, MI",23791,180.7406162,0,14,2,27,158,379,12,1
"Upson County, GA",26566,180.6820748,1,6,16,25,269,617,20,1
"Hamilton County, TX",8310,180.5054152,0,2,2,11,59,59,5,1
"Phillips County, KS",5540,180.5054152,0,0,0,10,7,17,1,0
"Clay County, TN",7774,180.0874711,0,0,0,14,42,46,10,0
"Morgan County, GA",17781,179.9673809,0,3,9,20,104,280,25,4
"Stanly County, NC",60635,179.7641626,0,11,22,76,537,929,51,17
"Rogers County, OK",89044,179.6864472,0,32,11,117,313,745,105,16
"Teton County, WY",22268,179.6299623,0,4,1,35,28,203,6,0
"Johnston County, NC",177967,179.2467143,0,28,54,237,1508,2582,153,9
"Burke County, NC",89842,179.2034906,3,7,40,111,943,1318,95,5
"Macoupin County, IL",46880,179.1808874,0,7,1,76,141,455,16,6
"Cayuga County, NY",79477,178.6680423,1,13,22,106,305,1306,46,15
"Kimble County, TX",4481,178.5315778,0,0,1,7,23,44,2,0
"Sevier County, AR",17366,178.5097317,0,4,1,26,123,273,15,1
"McIntosh County, GA",14007,178.4821875,1,0,4,20,146,231,23,0
"Alamosa County, CO",16253,178.4285978,0,3,3,22,52,226,15,3
"Gage County, NE",21864,178.3754116,0,9,2,28,138,448,15,1
"Webster County, MO",36466,178.2482312,4,1,3,57,227,467,51,12
"Douglas County, MO",13515,177.5804661,0,1,1,22,59,151,11,5
"Barbour County, AL",27076,177.2787709,0,4,8,36,90,362,21,0
"Henrico County, VA",318611,177.0183704,14,21,226,303,1176,6322,384,57
"Unicoi County, TN",18082,176.9715739,0,0,1,31,59,323,23,3
"Montrose County, CO",40713,176.8476899,2,4,3,63,203,680,47,5
"Shelby County, AL",204180,176.8047801,8,38,63,252,820,3110,203,8
"Monmouth County, NJ",629672,176.5998806,11,86,366,649,2556,9202,352,41
"Staunton city, VA",24350,176.5913758,0,8,11,24,61,464,9,5
"Rutland County, VT",60622,176.5035796,2,9,18,78,582,1573,52,14
"Cass County, IA",13598,176.4965436,0,1,0,23,83,115,10,3
"Delaware County, OK",41377,176.4265171,1,5,0,67,165,441,48,4
"La Salle County, TX",7369,176.4147103,0,0,1,12,13,29,1,3
"Neshoba County, MS",29507,176.2293693,0,4,11,37,144,164,11,0
"Henderson County, NC",109540,176.1913456,6,28,30,129,788,1601,161,3
"Comanche County, TX",13623,176.1726492,0,2,1,21,75,205,10,1
"Taliaferro County, GA",1703,176.1597181,0,0,0,3,24,28,6,0
"Montgomery County, KY",27251,176.1403251,0,6,19,22,363,620,45,3
"Fulton County, IL",36346,176.0854014,0,14,5,45,148,452,16,2
"Davie County, NC",41554,175.6750253,1,8,11,53,308,620,33,3
"Fayette County, IA",20502,175.5926251,0,2,0,34,65,131,16,13
"Coleman County, TX",8543,175.5823481,0,0,2,13,135,129,9,1
"Dallas County, MO",16535,175.3855458,0,7,0,22,118,254,13,0
"Audrain County, MO",25661,175.3633919,0,6,4,35,105,370,9,5
"Washington County, MO",25172,174.7973939,1,2,2,39,142,396,44,6
"Noble County, OK",11446,174.7335314,0,4,0,16,52,120,13,3
"Grand Traverse County, MI",89987,174.4696456,0,64,9,84,227,859,43,5
"Kosciusko County, IN",77963,174.4417224,2,10,6,119,179,983,50,7
"Eaton County, MI",108348,174.4379223,1,44,36,109,411,1495,63,18
"Hopkins County, TX",35565,174.3286939,0,4,3,55,104,231,22,1
"Palo Alto County, IA",9185,174.1970604,0,1,0,15,53,39,7,2
"Guernsey County, OH",39636,174.0841659,3,9,16,41,286,544,33,4
"Wheeler County, TX",5751,173.882803,0,1,0,9,14,55,1,2
"Millard County, UT",12662,173.748223,0,4,0,18,52,198,9,0
"Oneida County, WI",35689,173.7229959,0,6,0,56,148,545,19,1
"Columbia County, WA",4032,173.6111111,1,2,0,4,47,116,2,0
"Christian County, MO",80899,173.0552912,0,8,9,123,312,999,75,1
"Bulloch County, GA",71214,172.7188474,4,23,61,35,514,1735,91,2
"Iowa County, WI",23749,172.638848,0,8,2,31,62,184,14,1
"Towner County, ND",2317,172.6370306,0,1,0,3,10,26,4,0
"Hall County, GA",187745,172.5745027,7,36,96,185,923,3078,324,22
"Wise County, VA",40589,172.4605189,4,12,12,42,235,603,37,7
"Fayette County, IL",22060,172.2574796,0,10,0,28,91,249,9,1
"Jersey County, IL",22641,172.2538757,0,15,0,24,80,322,6,2
"Kandiyohi County, MN",42410,172.1292148,0,24,8,41,156,742,39,5
"Deaf Smith County, TX",19177,172.0811389,0,1,6,26,98,260,25,6
"Montgomery County, PA",812376,171.7185146,11,108,509,767,2325,12120,494,99
"White County, IN",24466,171.6668029,3,1,6,32,36,218,24,2
"Ottawa County, MI",272701,171.6165324,2,160,38,268,1169,3857,104,35
"Caldwell County, KY",12823,171.5667161,0,5,3,13,113,136,18,3
"Eagle County, CO",52460,171.5592833,2,18,4,66,116,704,18,11
"Washita County, OK",11678,171.2622024,0,3,0,17,55,81,21,1
"Burnet County, TX",43823,171.1430071,0,15,8,52,213,585,45,3
"Newport County, RI",82397,171.1227351,1,14,20,106,452,1544,68,21
"Huntingdon County, PA",45694,170.7007485,1,27,2,48,149,377,17,4
"Charlotte County, VA",12305,170.6623324,1,4,3,13,48,85,1,2
"Harper County, KS",5860,170.6484642,0,1,0,9,21,86,8,2
"Monroe County, WV",13483,170.5851813,0,2,3,18,39,93,8,0
"Costilla County, CO",3518,170.5514497,0,0,0,6,8,1,4,0
"La Crosse County, WI",116713,170.5037142,4,27,43,125,650,2437,77,3
"Montgomery County, TX",499137,170.4942731,12,49,221,569,2349,6227,681,17
"Stutsman County, ND",21120,170.4545455,0,15,0,21,91,349,33,4
"Beaver County, UT",6459,170.3050008,0,0,0,11,12,22,3,0
"Emmet County, IA",9996,170.0680272,0,2,1,14,49,84,3,0
"Brown County, KS",9997,170.0510153,1,5,0,11,43,150,9,2
"Sheboygan County, WI",114922,169.6803049,5,25,23,142,408,1964,80,9
"Prairie County, MT",1179,169.6352841,0,0,0,2,0,4,2,0
"Halifax County, VA",35401,169.4867377,0,4,11,45,242,656,38,4
"Martin County, TX",5312,169.4277108,0,1,0,8,14,45,2,1
"Carter County, TN",57338,169.1722767,4,5,7,81,435,994,83,5
"Perry County, IL",21887,169.0501211,0,5,0,32,62,119,11,3
"Daviess County, KY",98218,169.0117901,1,44,50,72,669,2369,156,19
"Boulder County, CO",310048,169.0060894,0,66,97,361,1106,5226,291,106
"Lincoln County, MO",53860,168.956554,0,1,7,83,172,552,36,4
"Olmsted County, MN",149226,168.8713763,3,74,55,120,644,2344,119,19
"Columbia County, NY",62243,168.6936684,0,15,18,72,262,1039,12,13
"Lavaca County, TX",19581,168.5307186,0,2,1,30,130,199,17,1
"Washington County, UT",147800,168.4709066,3,44,30,172,516,2162,134,9
"Randolph County, MO",24940,168.40417,0,3,8,31,122,558,25,8
"Bartholomew County, IN",79587,168.369206,1,18,25,90,382,2138,234,5
"Kennebec County, ME",121164,168.3668416,3,56,44,101,849,2654,106,27
"Kenai Peninsula Borough, AK",57147,167.9878209,0,3,4,89,61,693,26,3
"Tazewell County, VA",44103,167.7890393,2,14,7,51,288,924,40,10
"Pocahontas County, IA",7154,167.7383282,0,4,0,8,23,50,1,0
"Stanley County, SD",2981,167.72895,0,2,0,3,18,15,0,0
"Will County, IL",682829,167.6847351,21,108,249,767,2416,8545,430,140
"Phillips County, MT",4179,167.5041876,0,0,0,7,3,68,6,0
"Virginia Beach city, VA",448479,167.4548864,21,57,327,346,1574,9717,487,124
"Duchesne County, UT",20308,167.4217057,0,6,0,28,96,432,28,4
"Forrest County, MS",77059,167.4041968,4,17,67,41,486,2087,101,5
"Grainger County, TN",22702,167.3861334,0,5,2,31,105,340,28,1
"Oscoda County, MI",8379,167.0843776,1,1,0,12,86,143,10,0
"Orange County, IN",19773,166.8942497,0,0,2,32,60,6,2,0
"Medina County, TX",47399,166.6701829,1,17,4,57,134,425,25,2
"Stark County, ND",28212,166.5957748,0,0,3,44,29,416,31,1
"Middlesex County, NJ",828919,166.3612488,13,75,585,706,3156,9894,772,70
"Baylor County, TX",3614,166.0210293,0,0,0,6,11,38,2,1
"Lancaster County, PA",529600,165.9743202,15,113,331,420,1723,8235,347,49
"Tuscola County, MI",54263,165.8588725,0,21,2,67,227,558,33,3
"Karnes County, TX",15081,165.7715006,2,1,1,21,98,281,21,2
"Boyd County, KY",48886,165.6916091,1,10,33,37,374,1167,63,6
"Plaquemines Parish, LA",23550,165.6050955,0,2,3,34,124,312,4,0
"Randolph County, NC",142577,165.5245937,9,30,52,145,1210,3391,163,24
"Coweta County, GA",133180,165.1899685,2,14,54,150,609,1937,145,9
"Atchison County, MO",5449,165.1679207,0,1,0,8,15,33,1,1
"Northampton County, VA",12125,164.9484536,0,4,7,9,76,158,18,0
"Nottoway County, VA",15773,164.8386483,2,4,5,15,54,228,15,2
"Lyon County, MN",25487,164.7898929,0,14,0,28,138,290,12,4
"Perry County, PA",45562,164.6108599,0,8,9,58,174,501,25,14
"Alexandria city, VA",148892,164.5488005,0,9,139,97,284,2424,326,8
"LaPorte County, IN",111281,164.4485582,3,22,72,86,827,2672,146,23
"Carroll County, MO",9127,164.3475403,2,2,0,11,25,88,8,2
"McClain County, OK",36511,164.3340363,0,5,10,45,322,710,103,5
"Lake County, CO",7306,164.2485628,0,2,1,9,12,52,2,0
"Acadia Parish, LA",62204,163.9765931,4,4,20,74,162,401,54,0
"Marquette County, MI",67700,163.9586411,2,38,2,69,188,1173,45,6
"Seneca County, NY",35409,163.8001638,0,5,3,50,119,662,11,2
"Madison County, KY",85590,163.5705106,1,23,60,55,833,2063,114,12
"Franklin County, GA",22009,163.5694489,0,4,6,26,133,361,26,0
"Langlade County, WI",19575,163.4738186,0,0,0,32,174,604,35,0
"Jessamine County, KY",50173,163.4345166,2,19,30,31,536,1195,49,5
"Fremont County, WY",40998,163.422606,2,21,3,41,127,859,39,3
"Miller County, MO",25092,163.3986928,0,4,1,36,190,414,16,3
"Chattooga County, GA",25138,163.0996897,0,1,0,40,144,335,15,0
"Texas County, OK",22081,163.0360944,0,6,6,24,77,312,22,7
"Kane County, IL",523643,162.8972411,6,138,189,520,1601,6110,238,77
"Bryan County, GA",33157,162.8615375,0,5,8,41,122,451,29,0
"Appling County, GA",18440,162.6898048,1,3,3,23,147,438,13,0
"Oswego County, NY",121165,162.5882062,0,32,26,139,774,2163,101,18
"Montgomery County, IN",38177,162.4014459,1,7,6,47,275,672,43,0
"McDowell County, NC",44961,162.3629368,0,6,9,58,488,821,63,5
"Chester County, PA",509468,162.3261912,14,114,174,525,1423,5972,258,38
"Johnson County, WY",8628,162.2624015,1,1,0,12,13,141,3,2
"Searcy County, AR",8023,162.0341518,1,1,0,11,19,14,3,1
"Dubuque County, IA",95697,161.9695497,2,23,23,107,748,1282,74,34
"Shelby County, MO",6177,161.8908855,0,4,0,6,12,23,4,0
"Gem County, ID",16686,161.8122977,0,5,0,22,41,70,4,3
"Okfuskee County, OK",12377,161.5900461,1,0,0,19,126,213,22,6
"Denton County, TX",728799,161.4985751,10,156,331,680,3084,10732,972,79
"Atascosa County, TX",47093,161.3827957,3,3,8,62,372,837,50,1
"Outagamie County, WI",180345,161.3573983,1,34,31,225,419,2495,65,8
"Oktibbeha County, MS",49043,161.0831311,6,7,17,50,344,1094,38,4
"Buchanan County, VA",23597,161.03742,1,2,4,31,117,327,26,6
"Jasper County, IA",36641,161.0218062,1,2,1,55,198,520,40,6
"Baraga County, MI",8695,161.0120759,0,0,0,14,16,29,1,0
"Beckham County, OK",23637,160.7649025,1,3,1,33,125,328,37,3
"Daviess County, IN",32407,160.4591601,0,2,2,48,215,469,39,1
"Nassau County, FL",75710,159.8203672,1,4,21,95,412,926,72,12
"Crow Wing County, MN",63208,159.7899,1,30,4,66,313,1418,45,4
"Caldwell County, NC",81990,159.7755824,2,9,32,88,830,1931,132,24
"Eau Claire County, WI",101438,159.7034642,4,31,18,109,445,1636,50,5
"Delaware County, IA",17534,159.6897456,2,2,1,23,26,76,5,1
"Roanoke County, VA",93524,159.3173945,2,21,14,112,317,1160,54,1
"Fairfield County, OH",148867,159.2025096,4,47,108,79,951,3178,142,57
"Ritchie County, WV",10073,158.8404646,0,3,1,12,30,65,14,2
"Summit County, UT",38486,158.4991945,0,8,8,45,89,828,34,1
"Gloucester County, NJ",290265,158.4758755,7,27,172,254,1768,5565,288,24
"Lapeer County, MI",88389,158.39075,0,44,6,90,273,836,44,5
"Dade County, MO",7578,158.3531275,0,0,0,12,42,19,7,3
"Jackson County, IA",19587,158.2682391,0,9,1,21,111,167,12,2
"Piatt County, IL",16433,158.2182194,0,8,1,17,66,79,5,3
"Ontonagon County, MI",6322,158.1777918,0,4,0,6,22,38,3,1
"Steuben County, NY",98650,158.1348201,0,40,15,101,348,1272,54,4
"Buckingham County, VA",17136,157.5630252,0,4,4,19,210,167,24,1
"Alger County, MI",9522,157.5299307,1,1,1,12,32,62,4,1
"Valley County, MT",7630,157.2739187,0,4,0,8,9,47,10,0
"Washington County, OR",554996,157.1182495,10,163,219,480,1652,8171,567,82
"Chippewa County, MN",12093,157.1156868,1,1,0,17,12,125,2,2
"Borden County, TX",637,156.9858713,0,0,0,1,3,2,1,0
"Ferry County, WA",7646,156.9448077,0,1,0,11,15,33,1,1
"Lincoln County, WI",28684,156.8818854,0,6,0,39,170,345,18,5
"Chelan County, WA",73967,156.826693,1,16,17,82,466,1473,81,3
"Madison County, GA",28057,156.8236091,0,3,7,34,193,512,46,6
"Foard County, TX",1277,156.6170713,0,0,0,2,1,0,0,0
"Bleckley County, GA",12771,156.6048078,0,4,5,11,105,260,6,1
"Mifflin County, PA",46616,156.5985928,0,10,4,59,138,835,22,3
"Long County, GA",16624,156.400385,1,12,3,10,154,130,19,1
"Iron County, MI",11516,156.3042723,0,6,0,12,65,119,22,0
"Fayette County, OH",28800,156.25,0,6,16,23,365,843,30,5
"Trinity County, CA",13448,156.1570494,4,3,1,13,81,82,24,0
"Liberty County, FL",8349,155.7072703,1,1,0,11,22,31,0,0
"Barry County, MI",59097,155.6762611,0,26,2,64,172,533,29,5
"Greenwood County, KS",6424,155.6662516,1,1,0,8,31,41,1,0
"Bolivar County, MS",34049,155.6580223,0,4,30,19,141,712,25,2
"Chatham County, NC",66817,155.6490115,1,10,18,75,504,739,41,8
"Westmoreland County, PA",362437,155.6132514,6,74,118,366,1000,4093,192,63
"Fisher County, TX",3856,155.6016598,0,0,0,6,34,30,2,0
"Bennington County, VT",36659,155.4870564,0,5,4,48,277,651,35,3
"West Feliciana Parish, LA",15444,155.4001554,0,7,2,15,38,154,0,1
"Pitkin County, CO",17379,155.3599171,0,6,1,20,26,368,6,2
"Nez Perce County, ID",39915,155.3300764,0,9,10,43,324,1016,63,2
"Rutherford County, NC",66956,155.3258857,1,5,14,84,863,1127,100,14
"Rockland County, NY",320903,155.1870815,2,28,144,324,540,3145,127,18
"Arenac County, MI",15487,154.9686834,0,7,2,15,74,149,14,4
"Talbot County, GA",6456,154.8946716,1,0,3,6,29,76,6,0
"Meagher County, MT",1937,154.8786784,0,0,0,3,2,19,1,0
"Summers County, WV",13563,154.8330015,0,1,4,16,102,171,5,0
"Genesee County, NY",59454,154.7414808,0,12,8,72,266,1059,32,16
"Ulster County, NY",180998,154.697842,1,31,38,209,731,2865,77,24
"Johnston County, OK",10990,154.6860783,1,1,0,15,17,46,4,1
"Prowers County, CO",12291,154.5846554,0,0,2,17,61,245,12,0
"Rawlins County, KS",2589,154.4998069,0,1,1,2,8,22,4,0
"Hall County, TX",3239,154.3686323,0,0,0,5,17,25,5,0
"Haines Borough, AK",2592,154.3209877,0,0,0,4,2,25,1,0
"Grady County, GA",25278,154.2843579,0,7,5,27,130,346,20,0
"Antrim County, MI",23370,154.0436457,0,14,0,22,95,279,28,1
"Dixon County, NE",5851,153.8198599,0,3,0,6,26,58,2,3
"Monona County, IA",9121,153.4919417,0,3,2,9,24,87,8,1
"Hardin County, TX",55417,153.382536,3,7,12,63,192,625,90,5
"Twiggs County, GA",8481,153.2838109,0,0,4,9,59,101,6,1
"Clarion County, PA",39155,153.2371345,2,28,3,27,137,486,24,6
"Houston County, TX",22911,152.7650474,1,0,1,33,131,237,26,2
"Delta County, TX",5238,152.7300496,0,0,1,7,66,52,10,2
"Rio Grande County, CO",11803,152.5036008,2,1,5,10,72,156,3,1
"Oceana County, MI",26245,152.4099829,3,16,3,18,149,361,14,1
"Moniteau County, MO",15748,152.4003048,0,3,6,15,63,134,12,1
"Bertie County, NC",20344,152.3790798,0,2,8,21,120,229,11,3
"Santa Rosa County, FL",161096,152.0832299,0,25,27,193,597,1549,100,7
"Limestone County, AL",88845,151.9500253,4,2,25,104,398,1146,56,0
"Orange County, NC",140352,151.7612859,5,16,60,132,1056,2343,140,11
"Currituck County, NC",24396,151.6642072,0,2,2,33,114,419,11,6
"Spink County, SD",6610,151.2859304,0,4,0,6,7,31,4,3
"Sullivan County, NH",42984,151.2190583,2,13,2,48,168,711,33,6
"Lake County, IL",703019,151.0627736,6,165,266,625,2474,9857,305,57
"Union County, IA",12583,150.9973774,0,0,0,19,43,100,7,0
"DeSoto County, MS",168240,150.9747979,2,43,57,152,932,2498,141,11
"Burlington County, NJ",450838,150.8302317,2,86,247,344,1938,5766,369,55
"Lincoln County, ID",5315,150.5174036,0,2,1,5,9,3,1,0
"Montgomery County, MO",11965,150.4387798,0,2,1,15,51,129,8,0
"Paulding County, GA",146950,150.3912896,1,18,32,170,687,2012,271,9
"McLeod County, MN",35918,150.3424467,1,23,1,29,97,577,25,5
"Kerr County, TX",49953,150.1411327,2,12,8,53,221,754,37,6
"Jay County, IN",21330,150.0234412,0,0,4,28,52,300,19,0
"Marshall County, KS",10002,149.970006,0,1,0,13,44,104,10,1
"Latah County, ID",38078,149.692736,0,9,4,44,164,648,30,4
