RegionName,StateName,SizeRank,2015,2016,2017,2018,2019
Palm Springs,California,963,282800.0,310075.0,312266.6666666667,355608.3333333333,385708.3333333333
Perth Amboy,New Jersey,964,167233.33333333334,177883.33333333334,202350.0,233625.0,263108.3333333333
Little Elm,Texas,965,215058.33333333334,233100.0,258050.0,270191.6666666667,263450.0
La Mirada,California,966,468891.6666666667,505800.0,532858.3333333334,570516.6666666666,580008.3333333334
Mount Juliet,Tennessee,968,233825.0,264116.6666666667,288375.0,310225.0,320708.3333333333
Milford,Connecticut,969,0.0,219758.33333333334,270800.0,275016.6666666667,275883.3333333333
Cerritos,California,970,601683.3333333334,628600.0,641191.6666666666,707783.3333333334,703091.6666666666
Eastvale,California,971,478441.6666666667,498708.3333333333,536900.0,569866.6666666666,571958.3333333334
San Jacinto,California,972,0.0,0.0,0.0,282125.0,304808.3333333333
Pinellas Park,Florida,973,0.0,0.0,88316.66666666667,168233.33333333334,178200.0
Aliso Viejo,California,974,502516.6666666667,526833.3333333334,511091.6666666667,576983.3333333334,572433.3333333334
Milwaukie,Oregon,976,265366.6666666667,302350.0,330741.6666666667,350016.6666666667,367408.3333333333
Methuen,Massachusetts,977,257766.66666666666,285508.3333333333,301483.3333333333,316116.6666666667,346333.3333333333
Diamond Bar,California,978,0.0,0.0,0.0,477166.6666666667,620916.6666666666
Cedar Hill,Texas,979,143766.66666666666,161175.0,182850.0,197558.33333333334,215916.66666666666
Burlington,North Carolina,980,47550.0,107333.33333333333,123716.66666666667,135525.0,139475.0
Hoffman Estates,Illinois,981,201850.0,197433.33333333334,224266.66666666666,248375.0,244658.33333333334
Kaneohe,Hawaii,982,608508.3333333334,646775.0,703683.3333333334,730575.0,742600.0
New Albany,Indiana,983,0.0,0.0,73975.0,132966.66666666666,136641.66666666666
Galveston,Texas,985,0.0,125458.33333333333,201450.0,212733.33333333334,228708.33333333334
Roseburg,Oregon,987,160925.0,170466.66666666666,183141.66666666666,196216.66666666666,216908.33333333334
Parkersburg,West Virginia,988,89191.66666666667,88175.0,82050.0,92608.33333333333,99075.0
Highland,California,989,240808.33333333334,285441.6666666667,308383.3333333333,315391.6666666667,333983.3333333333
Bedford,Texas,990,186700.0,208383.33333333334,229100.0,238950.0,256075.0
Claremore,Oklahoma,991,128625.0,130858.33333333333,136925.0,142716.66666666666,147200.0
Kannapolis,North Carolina,992,97300.0,106108.33333333333,115108.33333333333,130100.0,139391.66666666666
Crestview,Florida,994,128625.0,140525.0,155816.66666666666,170533.33333333334,187325.0
Pine Bluff,Arkansas,995,49208.333333333336,64491.666666666664,66883.33333333333,72341.66666666667,76858.33333333333
Longview,Washington,996,163616.66666666666,181266.66666666666,202408.33333333334,223158.33333333334,248658.33333333334
Portage,Michigan,997,140358.33333333334,145325.0,161316.66666666666,166558.33333333334,177250.0
Potomac,Maryland,998,309933.3333333333,886825.0,937425.0,939583.3333333334,947408.3333333334
Grand Blanc,Michigan,999,136533.33333333334,146950.0,162591.66666666666,169633.33333333334,185808.33333333334
Draper,Utah,1000,357991.6666666667,351908.3333333333,397850.0,439583.3333333333,469608.3333333333
Murray,Utah,1001,223191.66666666666,238458.33333333334,249316.66666666666,278658.3333333333,306400.0
Littleton,Colorado,1002,317833.3333333333,337250.0,390825.0,415625.0,421408.3333333333
Cartersville,Georgia,1003,121016.66666666667,137116.66666666666,151408.33333333334,161708.33333333334,173483.33333333334
Freehold,New Jersey,1004,287100.0,293916.6666666667,301316.6666666667,307291.6666666667,323166.6666666667
San Tan Valley,Arizona,1005,155275.0,167416.66666666666,181150.0,204541.66666666666,221458.33333333334
Kernersville,North Carolina,1006,150750.0,155458.33333333334,156175.0,165941.66666666666,182941.66666666666
Rowlett,Texas,1007,185366.66666666666,206583.33333333334,232516.66666666666,244008.33333333334,254025.0
Middletown,Connecticut,1008,162983.33333333334,164208.33333333334,175341.66666666666,168616.66666666666,182183.33333333334
Morgan Hill,California,1010,749566.6666666666,791891.6666666666,846866.6666666666,946475.0,948758.3333333334
Saint Louis Park,Minnesota,1011,230141.66666666666,239041.66666666666,251966.66666666666,277700.0,296400.0
Wauwatosa,Wisconsin,1012,213391.66666666666,216650.0,226525.0,238691.66666666666,255441.66666666666
Bloomfield,New Jersey,1013,281591.6666666667,271891.6666666667,288916.6666666667,307683.3333333333,332808.3333333333
Collierville,Tennessee,1014,279625.0,296166.6666666667,311516.6666666667,323050.0,356808.3333333333
Spanaway,Washington,1016,201833.33333333334,227658.33333333334,257166.66666666666,286500.0,313791.6666666667
Town Of Ithaca,New York,1017,222225.0,239033.33333333334,268841.6666666667,283150.0,269975.0
Minnetonka,Minnesota,1018,276158.3333333333,290133.3333333333,303008.3333333333,322291.6666666667,339875.0
Burien,Washington,1019,284041.6666666667,343541.6666666667,382700.0,416400.0,432283.3333333333
Elmhurst,Illinois,1020,354008.3333333333,349200.0,363058.3333333333,375791.6666666667,390850.0
Chester,Virginia,1021,186991.66666666666,201366.66666666666,215883.33333333334,224208.33333333334,220650.0
Dunwoody,Georgia,1022,340900.0,361383.3333333333,371391.6666666667,399633.3333333333,430908.3333333333
West Orange,New Jersey,1023,57691.666666666664,336408.3333333333,351775.0,373441.6666666667,376266.6666666667
Eureka,California,1025,229633.33333333334,242275.0,265850.0,273008.3333333333,285516.6666666667
Brighton,Michigan,1026,224491.66666666666,231741.66666666666,257050.0,265541.6666666667,280125.0
Hinesville,Georgia,1027,90266.66666666667,95841.66666666667,105283.33333333333,113566.66666666667,122375.0
Sherman,Texas,1028,122008.33333333333,137750.0,146058.33333333334,173041.66666666666,181433.33333333334
Mentor,Ohio,1029,133108.33333333334,136966.66666666666,149733.33333333334,154258.33333333334,161008.33333333334
London,Kentucky,1030,0.0,67941.66666666667,137691.66666666666,133225.0,144883.33333333334
Dekalb,Illinois,1031,124691.66666666667,120683.33333333333,123700.0,138433.33333333334,144441.66666666666
Gallatin,Tennessee,1032,185208.33333333334,199658.33333333334,220566.66666666666,242025.0,260275.0
Clarkston,Michigan,1033,228366.66666666666,239650.0,263275.0,263758.3333333333,273966.6666666667
Bonney Lake,Washington,1034,294266.6666666667,319341.6666666667,355666.6666666667,404083.3333333333,426866.6666666667
Hobbs,New Mexico,1035,0.0,0.0,27725.0,166725.0,169416.66666666666
East Brunswick,New Jersey,1037,281250.0,265866.6666666667,281275.0,308558.3333333333,317675.0
Brea,California,1038,622133.3333333334,645000.0,653183.3333333334,700225.0,460525.0
Wylie,Texas,1039,197491.66666666666,223050.0,242508.33333333334,256408.33333333334,262566.6666666667
Bloomfield Hills,Michigan,1041,341808.3333333333,348975.0,379125.0,401158.3333333333,411883.3333333333
Port Richey,Florida,1042,57766.666666666664,76883.33333333333,94525.0,112558.33333333333,125475.0
Granbury,Texas,1043,181041.66666666666,204250.0,222533.33333333334,236475.0,245975.0
Kapolei,Hawaii,1044,511766.6666666667,561450.0,580325.0,586416.6666666666,586008.3333333334
Evans,Georgia,1045,218275.0,224816.66666666666,240200.0,249316.66666666666,253691.66666666666
Hilo,Hawaii,1046,284725.0,259725.0,294391.6666666667,302891.6666666667,340333.3333333333
Thibodaux,Louisiana,1047,0.0,129850.0,171075.0,175316.66666666666,178625.0
Evesham Township,New Jersey,1048,228941.66666666666,231100.0,236275.0,227733.33333333334,252591.66666666666
Katy,Texas,1049,197658.33333333334,219600.0,238950.0,253491.66666666666,261416.66666666666
Fuquay Varina,North Carolina,1050,196600.0,218741.66666666666,231291.66666666666,243083.33333333334,263791.6666666667
Desert Hot Springs,California,1051,147291.66666666666,162708.33333333334,188475.0,203166.66666666666,219200.0
Logan,Utah,1052,150441.66666666666,164325.0,182833.33333333334,202225.0,223175.0
Yorktown,Virginia,1053,280425.0,288791.6666666667,296008.3333333333,300308.3333333333,291233.3333333333
Seguin,Texas,1054,179583.33333333334,184700.0,192608.33333333334,195683.33333333334,215566.66666666666
Blue Springs,Missouri,1055,142308.33333333334,152491.66666666666,167850.0,176966.66666666666,190233.33333333334
Shakopee,Minnesota,1058,213050.0,221183.33333333334,232875.0,245041.66666666666,261000.0
West Seneca,New York,1059,132750.0,137791.66666666666,142733.33333333334,151125.0,161400.0
Cleveland Heights,Ohio,1060,18841.666666666668,85033.33333333333,92083.33333333333,97391.66666666667,106983.33333333333
Bridgewater Township,New Jersey,1061,398791.6666666667,394908.3333333333,410958.3333333333,411608.3333333333,428133.3333333333
Beavercreek,Ohio,1062,164208.33333333334,167716.66666666666,174566.66666666666,190991.66666666666,201725.0
La Porte,Indiana,1063,128241.66666666667,136150.0,134725.0,146141.66666666666,143941.66666666666
Grass Valley,California,1064,323150.0,343000.0,363991.6666666667,397133.3333333333,405950.0
Egg Harbor Township,New Jersey,1065,178083.33333333334,175391.66666666666,170516.66666666666,176150.0,191816.66666666666
Bountiful,Utah,1066,0.0,0.0,47583.333333333336,309866.6666666667,335141.6666666667
Wallingford,Connecticut,1067,223875.0,222941.66666666666,227250.0,226566.66666666666,232491.66666666666
Thomasville,North Carolina,1068,98333.33333333333,111175.0,112341.66666666667,122833.33333333333,128916.66666666667
Mandeville,Louisiana,1069,228483.33333333334,234275.0,244083.33333333334,250958.33333333334,262733.3333333333
Moline,Illinois,1070,95733.33333333333,91933.33333333333,91416.66666666667,105066.66666666667,105125.0
Altoona,Pennsylvania,1071,72425.0,71275.0,78416.66666666667,77016.66666666667,77358.33333333333
Country Club,Florida,1073,148383.33333333334,171175.0,192941.66666666666,208316.66666666666,222225.0
Lake Stevens,Washington,1074,287683.3333333333,313383.3333333333,356341.6666666667,391733.3333333333,418258.3333333333
Barnstable,Massachusetts,1077,305175.0,322408.3333333333,342225.0,360691.6666666667,366075.0
Patchogue,New York,1078,254133.33333333334,269583.3333333333,281316.6666666667,299425.0,335041.6666666667
Austell,Georgia,1079,104933.33333333333,115775.0,136725.0,148025.0,166383.33333333334
Coachella,California,1080,205966.66666666666,224191.66666666666,231100.0,247875.0,259991.66666666666
Rowland Heights,California,1081,546491.6666666666,567116.6666666666,561741.6666666666,622791.6666666666,633691.6666666666
Prescott Valley,Arizona,1082,200275.0,214575.0,241275.0,264475.0,276141.6666666667
Post Falls,Idaho,1083,187066.66666666666,202658.33333333334,224375.0,257808.33333333334,285708.3333333333
Enfield,Connecticut,1085,155916.66666666666,161716.66666666666,173450.0,180258.33333333334,178383.33333333334
Lakeside,California,1086,411916.6666666667,433383.3333333333,459658.3333333333,485033.3333333333,504200.0
Elkton,Maryland,1087,177025.0,184483.33333333334,202250.0,209741.66666666666,209441.66666666666
Burke,Virginia,1088,431683.3333333333,424275.0,449858.3333333333,474241.6666666667,479925.0
Hackensack,New Jersey,1089,214258.33333333334,200325.0,224825.0,243675.0,246933.33333333334
Attleboro,Massachusetts,1090,247925.0,269158.3333333333,275500.0,293641.6666666667,312225.0
Haltom City,Texas,1092,0.0,0.0,94383.33333333333,151116.66666666666,168116.66666666666
Gig Harbor,Washington,1093,358250.0,392166.6666666667,443958.3333333333,478600.0,522466.6666666667
Jeffersonville,Indiana,1094,0.0,0.0,72366.66666666667,140741.66666666666,152816.66666666666
Euclid,Ohio,1095,40983.333333333336,50541.666666666664,59958.333333333336,62925.0,71816.66666666667
Nicholasville,Kentucky,1096,140883.33333333334,148683.33333333334,152625.0,161025.0,174383.33333333334
Lindenhurst,New York,1097,285783.3333333333,287400.0,319066.6666666667,344716.6666666667,367133.3333333333
Pine Hills,Florida,1098,66966.66666666667,91958.33333333333,117433.33333333333,140058.33333333334,151008.33333333334
Winter Springs,Florida,1099,0.0,0.0,0.0,253433.33333333334,266091.6666666667
Manheim Township,Pennsylvania,1100,197083.33333333334,209916.66666666666,222658.33333333334,230525.0,249858.33333333334
Freeport,New York,1101,270650.0,296341.6666666667,313141.6666666667,357816.6666666667,380308.3333333333
Pittsfield,Massachusetts,1102,150150.0,156191.66666666666,157383.33333333334,163700.0,171891.66666666666
Marion,Indiana,1103,68433.33333333333,74808.33333333333,82166.66666666667,82958.33333333333,89916.66666666667
York,Pennsylvania,1104,122958.33333333333,133250.0,140666.66666666666,146750.0,150400.0
Southington,Connecticut,1105,233066.66666666666,241033.33333333334,249208.33333333334,254941.66666666666,250891.66666666666
New Bern,North Carolina,1106,144116.66666666666,135975.0,150133.33333333334,158966.66666666666,164858.33333333334
Los Lunas,New Mexico,1107,121416.66666666667,138750.0,140858.33333333334,154008.33333333334,169433.33333333334
Oakland Park,Florida,1109,131950.0,149483.33333333334,184925.0,197383.33333333334,209541.66666666666
Sayreville,New Jersey,1110,0.0,93750.0,235975.0,262166.6666666667,301475.0
Windsor Mill,Maryland,1111,141025.0,155758.33333333334,177058.33333333334,193116.66666666666,208266.66666666666
Wooster,Ohio,1112,126100.0,137350.0,136666.66666666666,147575.0,152350.0
Fair Oaks,California,1113,343408.3333333333,360258.3333333333,398916.6666666667,417666.6666666667,433191.6666666667
Monrovia,California,1115,532400.0,577266.6666666666,604583.3333333334,681566.6666666666,686058.3333333334
Prairieville,Louisiana,1116,225091.66666666666,230341.66666666666,223600.0,232091.66666666666,240791.66666666666
Sicklerville,New Jersey,1117,0.0,0.0,0.0,111525.0,169183.33333333334
Walla Walla,Washington,1119,194733.33333333334,208658.33333333334,222158.33333333334,231800.0,232316.66666666666
Rancho Santa Margarita,California,1121,511066.6666666667,513158.3333333333,530466.6666666666,583825.0,501575.0
Peachtree Corners,Georgia,1123,254458.33333333334,265325.0,286366.6666666667,311558.3333333333,321508.3333333333
Phenix City,Alabama,1125,95433.33333333333,131550.0,126000.0,133250.0,148183.33333333334
Texas City,Texas,1126,30800.0,104750.0,114975.0,121866.66666666667,132616.66666666666
Lake Oswego,Oregon,1127,456283.3333333333,512283.3333333333,576191.6666666666,594525.0,592850.0
Beloit,Wisconsin,1128,0.0,37625.0,79900.0,89241.66666666667,90650.0
Hicksville,New York,1129,389400.0,412533.3333333333,438908.3333333333,460583.3333333333,495491.6666666667
Fenton,Michigan,1130,55691.666666666664,180925.0,189241.66666666666,201191.66666666666,224166.66666666666
Lake Mary,Florida,1131,231141.66666666666,251050.0,264633.3333333333,281283.3333333333,303458.3333333333
Raeford,North Carolina,1132,134033.33333333334,139908.33333333334,147341.66666666666,148533.33333333334,159941.66666666666
Russellville,Arkansas,1133,110000.0,116575.0,123616.66666666667,136766.66666666666,134783.33333333334
Cutler Bay,Florida,1135,207775.0,238700.0,265325.0,277466.6666666667,291966.6666666667
Wenatchee,Washington,1136,231150.0,238850.0,257608.33333333334,272658.3333333333,308391.6666666667
Rockledge,Florida,1137,190375.0,202641.66666666666,224150.0,247641.66666666666,254891.66666666666
Carol Stream,Illinois,1138,196216.66666666666,196800.0,205450.0,230283.33333333334,239841.66666666666
Oswego,Illinois,1139,208250.0,212591.66666666666,224358.33333333334,246500.0,246500.0
Billerica,Massachusetts,1140,340775.0,357650.0,393083.3333333333,400958.3333333333,424608.3333333333
Keller,Texas,1141,359133.3333333333,373441.6666666667,385383.3333333333,399291.6666666667,409616.6666666667
Kearny,New Jersey,1142,259708.33333333334,287350.0,301166.6666666667,319516.6666666667,339566.6666666667
State College,Pennsylvania,1143,0.0,144575.0,262316.6666666667,291125.0,304100.0
Coppell,Texas,1144,330691.6666666667,374175.0,404625.0,408483.3333333333,409366.6666666667
Martinez,Georgia,1145,142650.0,146400.0,148841.66666666666,161483.33333333334,176633.33333333334
Crystal Lake,Illinois,1146,169625.0,164966.66666666666,180500.0,204941.66666666666,228508.33333333334
Mt Laurel Township,New Jersey,1147,202191.66666666666,217258.33333333334,217816.66666666666,218025.0,225608.33333333334
Greeneville,Tennessee,1148,91450.0,95941.66666666667,102775.0,114608.33333333333,129941.66666666667
San Bruno,California,1149,696550.0,777575.0,850533.3333333334,920341.6666666666,935150.0
Merritt Island,Florida,1151,202775.0,216633.33333333334,242066.66666666666,260516.66666666666,285650.0
Pekin,Illinois,1152,16100.0,85416.66666666667,91275.0,84683.33333333333,89058.33333333333
Linden,New Jersey,1153,220908.33333333334,225691.66666666666,242683.33333333334,253791.66666666666,288175.0
Winder,Georgia,1154,123533.33333333333,137333.33333333334,149425.0,165616.66666666666,183258.33333333334
Westfield,Massachusetts,1155,205133.33333333334,200533.33333333334,207400.0,209691.66666666666,224408.33333333334
North Lauderdale,Florida,1156,121925.0,139475.0,158775.0,175841.66666666666,195933.33333333334
Urbandale,Iowa,1157,191066.66666666666,207108.33333333334,213133.33333333334,232491.66666666666,235408.33333333334
Liverpool,New York,1158,134875.0,139166.66666666666,142358.33333333334,148416.66666666666,155816.66666666666
Bear,Delaware,1160,155291.66666666666,231283.33333333334,240600.0,247433.33333333334,252058.33333333334
Hudson,Florida,1161,104291.66666666667,120683.33333333333,139258.33333333334,160100.0,171233.33333333334
Bartlesville,Oklahoma,1162,113266.66666666667,108975.0,117725.0,111925.0,120658.33333333333
Shelton,Connecticut,1163,292683.3333333333,302558.3333333333,310400.0,310800.0,311800.0
Northville,Michigan,1164,326808.3333333333,329125.0,347641.6666666667,357708.3333333333,376433.3333333333
North Brunswick Township,New Jersey,1165,234858.33333333334,224391.66666666666,237900.0,244900.0,268300.0
Addison,Illinois,1166,190550.0,197675.0,199750.0,221766.66666666666,237991.66666666666
Fitchburg,Massachusetts,1167,155258.33333333334,165758.33333333334,180725.0,193425.0,211875.0
Gonzales,Louisiana,1168,189900.0,198283.33333333334,208975.0,212166.66666666666,209391.66666666666
Leominster,Massachusetts,1169,192916.66666666666,210916.66666666666,217858.33333333334,234641.66666666666,243491.66666666666
Franklin Township,New Jersey,1170,299333.3333333333,269416.6666666667,295300.0,292716.6666666667,301250.0
Taylors,South Carolina,1171,134375.0,145991.66666666666,152566.66666666666,175141.66666666666,185525.0
Paso Robles,California,1172,403516.6666666667,425458.3333333333,460091.6666666667,474708.3333333333,499958.3333333333
San Pablo,California,1173,310550.0,349275.0,381716.6666666667,432233.3333333333,453483.3333333333
Ballwin,Missouri,1174,231783.33333333334,235083.33333333334,252025.0,260150.0,259441.66666666666
The Colony,Texas,1175,193366.66666666666,222750.0,241008.33333333334,251825.0,265283.3333333333
Bluffton,South Carolina,1176,76741.66666666667,233566.66666666666,241291.66666666666,259833.33333333334,272966.6666666667
Moses Lake,Washington,1177,170391.66666666666,177883.33333333334,189041.66666666666,201658.33333333334,224275.0
North Miami Beach,Florida,1178,144250.0,169150.0,182191.66666666666,209350.0,226925.0
La Puente,California,1179,361416.6666666667,386375.0,416141.6666666667,445366.6666666667,467966.6666666667
Marlboro Township,New Jersey,1180,412116.6666666667,421475.0,459491.6666666667,460766.6666666667,464716.6666666667
Essex,Maryland,1181,0.0,59541.666666666664,148966.66666666666,159558.33333333334,164000.0
Bullhead City,Arizona,1182,146283.33333333334,160900.0,164883.33333333334,195975.0,196783.33333333334
Aiea,Hawaii,1183,392533.3333333333,424166.6666666667,430966.6666666667,458558.3333333333,475741.6666666667
Teaneck,New Jersey,1185,330375.0,350283.3333333333,352725.0,380258.3333333333,391100.0
Manalapan Township,New Jersey,1186,0.0,0.0,62125.0,393925.0,387066.6666666667
Painesville,Ohio,1187,111800.0,107541.66666666667,119816.66666666667,124641.66666666667,132733.33333333334
Holyoke,Massachusetts,1188,161666.66666666666,161016.66666666666,158783.33333333334,187383.33333333334,198408.33333333334
Ceres,California,1189,218191.66666666666,242550.0,257966.66666666666,285141.6666666667,296700.0
Elmont,New York,1190,337733.3333333333,356291.6666666667,385508.3333333333,416708.3333333333,446525.0
Middle River,Maryland,1192,147358.33333333334,161500.0,157441.66666666666,189183.33333333334,182650.0
Owasso,Oklahoma,1193,0.0,0.0,99475.0,174908.33333333334,191833.33333333334
Brookfield,Wisconsin,1194,266958.3333333333,273391.6666666667,296400.0,307100.0,314166.6666666667
Monroe Township,New Jersey,1195,221266.66666666666,239175.0,244125.0,283433.3333333333,294116.6666666667
Beaufort,South Carolina,1196,169158.33333333334,186483.33333333334,201058.33333333334,215300.0,226258.33333333334
Sun City,Arizona,1197,119283.33333333333,127783.33333333333,146966.66666666666,157916.66666666666,177258.33333333334
Streamwood,Illinois,1198,143800.0,149933.33333333334,170058.33333333334,184866.66666666666,198375.0
Moorhead,Minnesota,1199,170391.66666666666,179816.66666666666,176991.66666666666,188100.0,194750.0
Rancho Palos Verdes,California,1200,1047466.6666666666,1047633.3333333334,1041208.3333333334,1213366.6666666667,1189308.3333333333
Hilliard,Ohio,1201,186358.33333333334,187283.33333333334,198666.66666666666,219816.66666666666,238275.0
Mundelein,Illinois,1202,184083.33333333334,181250.0,206366.66666666666,219550.0,223475.0
New Berlin,Wisconsin,1203,231766.66666666666,238558.33333333334,248250.0,259508.33333333334,277733.3333333333
Los Banos,California,1204,227600.0,249958.33333333334,274566.6666666667,299241.6666666667,310458.3333333333
Cleburne,Texas,1205,119925.0,132616.66666666666,138991.66666666666,151466.66666666666,164075.0
Casselberry,Florida,1207,143191.66666666666,166200.0,187391.66666666666,203950.0,215400.0
Kerrville,Texas,1208,183666.66666666666,190116.66666666666,211933.33333333334,224741.66666666666,236725.0
Marlborough,Massachusetts,1211,286033.3333333333,303041.6666666667,318750.0,334358.3333333333,353491.6666666667
Montclair,New Jersey,1212,95125.0,564166.6666666666,584983.3333333334,566250.0,635875.0
Maplewood,Minnesota,1213,190291.66666666666,194425.0,213933.33333333334,226550.0,246875.0
Hillsborough Township,New Jersey,1214,0.0,336383.3333333333,299783.3333333333,326408.3333333333,329575.0
Spanish Fork,Utah,1215,201266.66666666666,224625.0,248058.33333333334,271208.3333333333,295875.0
Burleson,Texas,1216,115216.66666666667,165141.66666666666,185725.0,207408.33333333334,214550.0
North Augusta,South Carolina,1219,122100.0,129358.33333333333,138066.66666666666,140766.66666666666,159225.0
Riverton,Utah,1220,284083.3333333333,305800.0,325791.6666666667,350316.6666666667,374600.0
Woodinville,Washington,1222,548733.3333333334,631591.6666666666,709425.0,770891.6666666666,785550.0
West Babylon,New York,1223,297183.3333333333,312208.3333333333,332300.0,349566.6666666667,381050.0
Kinston,North Carolina,1224,0.0,0.0,30366.666666666668,82300.0,77750.0
Kendall West,Florida,1225,137825.0,164475.0,189850.0,201016.66666666666,236391.66666666666
Belton,Texas,1226,175225.0,180091.66666666666,180150.0,201891.66666666666,211800.0
Woburn,Massachusetts,1227,371241.6666666667,390625.0,420425.0,439708.3333333333,469583.3333333333
Lake Wales,Florida,1229,80825.0,101733.33333333333,128675.0,127800.0,142766.66666666666
Great Neck,New York,1230,0.0,0.0,279116.6666666667,1097916.6666666667,1116150.0
Lutherville Timonium,Maryland,1233,0.0,0.0,113408.33333333333,360275.0,363558.3333333333
Northbrook,Illinois,1234,407991.6666666667,391533.3333333333,385583.3333333333,411633.3333333333,429533.3333333333
Oakley,California,1235,343366.6666666667,390916.6666666667,429425.0,467908.3333333333,480783.3333333333
Papillion,Nebraska,1236,204758.33333333334,215800.0,230450.0,227508.33333333334,269375.0
Nottingham,Maryland,1237,199691.66666666666,205925.0,215900.0,214375.0,226750.0
Waianae,Hawaii,1238,268608.3333333333,318075.0,350741.6666666667,389875.0,424416.6666666667
Wentzville,Missouri,1239,191508.33333333334,197458.33333333334,210450.0,222325.0,238291.66666666666
Hallandale,Florida,1240,14908.333333333334,182516.66666666666,194691.66666666666,202941.66666666666,200241.66666666666
Rock Island,Illinois,1241,86191.66666666667,83991.66666666667,78558.33333333333,89000.0,88416.66666666667
Port Huron,Michigan,1242,44058.333333333336,71750.0,79325.0,90033.33333333333,98891.66666666667
Merrillville,Indiana,1243,102541.66666666667,106941.66666666667,125583.33333333333,133633.33333333334,147350.0
Kankakee,Illinois,1244,0.0,0.0,16691.666666666668,82591.66666666667,82950.0
Saratoga Springs,New York,1245,328058.3333333333,339041.6666666667,341183.3333333333,376916.6666666667,364150.0
Duncanville,Texas,1246,130125.0,140550.0,158541.66666666666,172291.66666666666,184425.0
Fairburn,Georgia,1247,0.0,66008.33333333333,144783.33333333334,163341.66666666666,184208.33333333334
Ringgold,Georgia,1248,139166.66666666666,150375.0,159375.0,168791.66666666666,180141.66666666666
Harvey,Louisiana,1250,64025.0,116916.66666666667,128783.33333333333,137275.0,155983.33333333334
Greenacres,Florida,1251,108525.0,132041.66666666666,152816.66666666666,161266.66666666666,170050.0
Ramona,California,1252,420033.3333333333,460291.6666666667,496633.3333333333,520133.3333333333,528016.6666666666
Miamisburg,Ohio,1253,121041.66666666667,127750.0,135758.33333333334,148483.33333333334,155925.0
La Quinta,California,1254,359566.6666666667,361483.3333333333,390383.3333333333,423600.0,443975.0
Palmetto,Florida,1255,172166.66666666666,193416.66666666666,204716.66666666666,222075.0,234483.33333333334
Pacifica,California,1257,754291.6666666666,827383.3333333334,875083.3333333334,1007683.3333333334,1023866.6666666666
Searcy,Arkansas,1258,127341.66666666667,124033.33333333333,115500.0,119541.66666666667,127066.66666666667
Glen Ellyn,Illinois,1259,347466.6666666667,349391.6666666667,339891.6666666667,354291.6666666667,352650.0
Park Ridge,Illinois,1261,363675.0,352741.6666666667,338091.6666666667,369333.3333333333,382083.3333333333
Tifton,Georgia,1262,119375.0,115350.0,122066.66666666667,134075.0,119633.33333333333
Arnold,Missouri,1263,142641.66666666666,148833.33333333334,158166.66666666666,162225.0,169158.33333333334
Romeoville,Illinois,1265,0.0,0.0,29391.666666666668,178950.0,193116.66666666666
Brownsburg,Indiana,1266,162391.66666666666,166383.33333333334,177200.0,193108.33333333334,217566.66666666666
Ocoee,Florida,1267,183016.66666666666,207133.33333333334,216025.0,255375.0,262225.0
El Dorado Hills,California,1268,0.0,241241.66666666666,593275.0,638108.3333333334,680425.0
Perrysburg,Ohio,1269,183825.0,197500.0,198158.33333333334,212825.0,224841.66666666666
Boerne,Texas,1270,318250.0,315725.0,318400.0,334350.0,367408.3333333333
Atwater,California,1271,196366.66666666666,215116.66666666666,229800.0,256025.0,268266.6666666667
Hurst,Texas,1272,158200.0,182400.0,200966.66666666666,212733.33333333334,222775.0
Dunnellon,Florida,1273,104725.0,114050.0,134475.0,143558.33333333334,158066.66666666666
Aventura,Florida,1274,299433.3333333333,304191.6666666667,295716.6666666667,293141.6666666667,293266.6666666667
Englewood,Colorado,1275,264525.0,308850.0,336508.3333333333,364891.6666666667,389558.3333333333
Calhoun,Georgia,1276,105375.0,120941.66666666667,125183.33333333333,134375.0,144458.33333333334
Leavenworth,Kansas,1277,121325.0,122558.33333333333,132550.0,138233.33333333334,153050.0
Alamogordo,New Mexico,1278,0.0,0.0,79691.66666666667,143400.0,142050.0
Northglenn,Colorado,1280,234241.66666666666,266808.3333333333,296475.0,326608.3333333333,337150.0
Ronkonkoma,New York,1282,297883.3333333333,303958.3333333333,313733.3333333333,338516.6666666667,360691.6666666667
Mount Airy,North Carolina,1283,92125.0,96433.33333333333,97400.0,102683.33333333333,117958.33333333333
Lincoln Park,Michigan,1284,0.0,55141.666666666664,66491.66666666667,73958.33333333333,82775.0
Rohnert Park,California,1285,385116.6666666667,440416.6666666667,478741.6666666667,528875.0,527891.6666666666
Reynoldsburg,Ohio,1286,139616.66666666666,149108.33333333334,153458.33333333334,170433.33333333334,176583.33333333334
Hilton Head Island,South Carolina,1287,110200.0,343083.3333333333,364808.3333333333,357766.6666666667,372933.3333333333
Greenfield,Wisconsin,1288,146283.33333333334,150325.0,166408.33333333334,176050.0,179516.66666666666
Northport,Alabama,1289,171450.0,169508.33333333334,169758.33333333334,186008.33333333334,190900.0
Huber Heights,Ohio,1290,86300.0,94375.0,105391.66666666667,116525.0,122908.33333333333
Moorpark,California,1291,555916.6666666666,604066.6666666666,634216.6666666666,666633.3333333334,437666.6666666667
Braintree,Massachusetts,1292,367550.0,395791.6666666667,411883.3333333333,453700.0,465366.6666666667
Copperas Cove,Texas,1293,97283.33333333333,97341.66666666667,110041.66666666667,119950.0,123775.0
District Heights,Maryland,1294,161025.0,179208.33333333334,208508.33333333334,213475.0,234266.66666666666
