CITY,STATE,NAME,COUNTY
LEBANON,KY,1,MARION
LEBANON,MO,1,LACLEDE
LEBANON,NH,2,GRAFTON
LEBANON,OH,1,WARREN
LEBANON,OR,1,LINN
LEBANON,PA,2,LEBANON
LEBANON,TN,2,WILSON
LEBANON,VA,1,RUSSELL
LEE'S SUMMIT,MO,2,JACKSON
LEEDS,MA,1,HAMPSHIRE
LEESBURG,FL,4,LAKE
LEESBURG,VA,2,LOUDOUN
LEESVILLE,LA,4,VERNON
LEHI,UT,1,UTAH
LEHIGH ACRES,FL,1,LEE
LEHIGHTON,PA,1,CARBON
LEICESTER,MA,1,WORCESTER
LEITCHFIELD,KY,1,GRAYSON
LELAND,NC,1,BEAUFORT
LEMOORE,CA,1,KINGS
LENEXA,KS,2,JOHNSON
LENOIR,NC,1,CALDWELL
LENOIR CITY,TN,1,LOUDON
LEOMINSTER,MA,1,WORCESTER
LEON,IA,1,DECATUR
LEONARDTOWN,MD,1,ST. MARY'S
LEOTI,KS,1,WICHITA
LESUEUR,MN,1,LE SUEUR
LEVELLAND,TX,1,HOCKLEY
LEWES,DE,1,SUSSEX
LEWISBURG,PA,1,UNION
LEWISBURG,TN,1,MARSHALL
LEWISTON,ID,1,NEZ PERCE
LEWISTON,ME,2,ANDROSCOGGIN
LEWISTON,NY,1,NIAGARA
LEWISTOWN,MT,1,FERGUS
LEWISTOWN,PA,1,MIFFLIN
LEWISVILLE,TX,1,DENTON
LEXINGTON,KY,11,FAYETTE
LEXINGTON,MO,1,LAFAYETTE
LEXINGTON,MS,1,HOLMES
LEXINGTON,NC,1,DAVIDSON
LEXINGTON,NE,1,DAWSON
LEXINGTON,TN,1,HENDERSON
LEXINGTON,VA,1,LEXINGTON
LIBBY,MT,1,LINCOLN
LIBERAL,KS,1,SEWARD
LIBERTY,KY,1,CASEY
LIBERTY,MO,1,CLAY
LIBERTY,TX,1,LIBERTY
LIBERTYVILLE,IL,1,LAKE
LIHUE,HI,1,KAUAI
LIMA,OH,4,ALLEN
LIMESTONE,ME,1,AROOSTOOK
LINCOLN,IL,1,LOGAN
LINCOLN,KS,1,LINCOLN
LINCOLN,ME,1,PENOBSCOT
LINCOLN,NE,8,LANCASTER
LINCOLN CITY,OR,1,LINCOLN
LINCOLN PARK,MI,1,WAYNE
LINCOLNTON,NC,1,LINCOLN
LINDEN,TN,1,PERRY
LINDEN,TX,1,CASS
LINDSAY,OK,1,GARVIN
LINDSBORG,KS,1,MCPHERSON
LINTON,IN,1,GREENE
LINTON,ND,1,EMMONS
LINVILLE,NC,1,AVERY
LISBON,ND,1,RANSOM
LITCHFIELD,IL,1,MONTGOMERY
LITCHFIELD,MN,1,MEEKER
LITHONIA,GA,1,DEKALB
LITITZ,PA,1,LANCASTER
LITTLE FALLS,MN,1,MORRISON
LITTLE FALLS,NY,1,HERKIMER
LITTLE RIVER,SC,1,HORRY
LITTLE ROCK,AR,15,PULASKI
LITTLEFIELD,TX,1,LAMB
LITTLETON,CO,4,['DOUGLAS' 'ARAPAHOE']
LITTLETON,NH,1,GRAFTON
LIVE OAK,FL,1,SUWANNEE
LIVE OAK,TX,1,BEXAR
LIVERMORE,CA,2,ALAMEDA
LIVINGSTON,MT,2,PARK
LIVINGSTON,NJ,1,ESSEX
LIVINGSTON,TN,1,OVERTON
LIVINGSTON,TX,1,POLK
LIVONIA,MI,1,WAYNE
LLANO,TX,1,LLANO
LOCK HAVEN,PA,1,CLINTON
LOCKNEY,TX,1,FLOYD
LOCKPORT,NY,1,NIAGARA
LODI,CA,2,SAN JOAQUIN
LODI,OH,1,MEDINA
LOGAN,OH,1,HOCKING
LOGAN,UT,1,CACHE
LOGAN,WV,1,LOGAN
LOGANSPORT,IN,3,CASS
LOMA LINDA,CA,5,SAN BERNARDINO
LOMPOC,CA,3,SANTA BARBARA
LONDON,KY,1,LAUREL
LONDON,OH,1,MADISON
LONE PINE,CA,1,INYO
LONE TREE,CO,1,DOUGLAS
LONG BEACH,CA,9,LOS ANGELES
LONG BEACH,NY,1,NASSAU
LONG BRANCH,NJ,2,MONMOUTH
LONG ISLAND CITY,NY,1,QUEENS
LONG PRAIRIE,MN,1,TODD
LONGMONT,CO,1,BOULDER
LONGVIEW,TX,5,GREGG
LONGVIEW,WA,2,COWLITZ
LONGWOOD,FL,1,SEMINOLE
LORAIN,OH,2,LORAIN
LORIS,SC,1,HORRY
LOS ALAMITOS,CA,1,ORANGE
LOS ALAMOS,NM,1,LOS ALAMOS
LOS ANGELES,CA,34,LOS ANGELES
LOS BANOS,CA,1,MERCED
LOS GATOS,CA,2,SANTA CLARA
LOUISA,KY,1,LAWRENCE
LOUISBURG,NC,1,FRANKLIN
LOUISIANA,MO,1,PIKE
LOUISVILLE,CO,2,BOULDER
LOUISVILLE,GA,1,JEFFERSON
LOUISVILLE,KY,17,JEFFERSON
LOUISVILLE,MS,2,WINSTON
LOUISVILLE,TN,1,BLOUNT
LOUSVILLE,MS,1,WINSTON
LOVELAND,CO,2,LARIMER
LOVELL,WY,1,BIG HORN
LOVELOCK,NV,1,PERSHING
LOVINGTON,NM,1,LEA
LOW MOOR,VA,1,ALLEGHANY
LOWELL,MA,3,MIDDLESEX
LOWVILLE,NY,1,LEWIS
LOXAHATCHEE,FL,1,PALM BEACH
LOYALTON,CA,1,SIERRA
LUBBOCK,TX,10,LUBBOCK
LUCEDALE,MS,1,GEORGE
LUDINGTON,MI,1,MASON
LUDLOW,MA,1,HAMPDEN
LUFKIN,TX,4,ANGELINA
LULING,LA,1,ST. CHARLES
LULING,TX,2,CALDWELL
LUMBERTON,NC,1,ROBESON
LUMBERTON,TX,1,HARDIN
LURAY,VA,1,PAGE
LUSK,WY,1,NIOBRARA
LUTCHER,LA,2,ST. JAMES
LUTZ,FL,2,['HILLSBOROUGH' 'PASCO']
LUVERNE,AL,2,CRENSHAW
LUVERNE,MN,1,ROCK
LYNCH,NE,1,BOYD
LYNCHBURG,VA,3,LYNCHBURG
LYNN,MA,2,ESSEX
LYNWOOD,CA,1,LOS ANGELES
LYONS,KS,1,RICE
LYONS,NJ,1,SOMERSET
MACCLENNY,FL,2,BAKER
MACHIAS,ME,1,WASHINGTON
MACOMB,IL,1,MCDONOUGH
MACON,GA,8,BIBB
MACON,MO,1,MACON
MACON,MS,1,NOXUBEE
MADELIA,MN,1,WATONWAN
MADERA,CA,2,MADERA
MADILL,OK,1,MARSHALL
MADISON,AL,1,MADISON
MADISON,FL,1,MADISON
MADISON,GA,1,MORGAN
MADISON,IN,3,JEFFERSON
MADISON,MN,1,LAC QUI PARLE
MADISON,SD,2,LAKE
MADISON,TN,1,DAVIDSON
MADISON,WI,8,DANE
MADISON,WV,1,BOONE
MADISON HEIGHTS,MI,2,OAKLAND
MADISONVILLE,KY,1,HOPKINS
MADISONVILLE,TX,1,MADISON
MADRAS,OR,1,JEFFERSON
MAGEE,MS,1,SIMPSON
MAGNOLIA,AR,1,COLUMBIA
MAGNOLIA,MS,1,PIKE
MAHNOMEN,MN,1,MAHNOMEN
MAITLAND,FL,1,ORANGE
MALAD CITY,ID,1,ONEIDA
MALONE,NY,1,FRANKLIN
MALTA,MT,1,PHILLIPS
MALVERN,AR,2,HOT SPRING
MALVERN,PA,2,CHESTER
MAMMOTH LAKES,CA,1,MONO
MAMOU,LA,1,EVANGELINE
MANAHAWKIN,NJ,1,OCEAN
MANASSAS,VA,1,MANASSAS
MANATI,PR,3,MANATI
MANATI PUEBLO,PR,1,MANATI
MANCHESTER,CT,1,HARTFORD
MANCHESTER,IA,1,DELAWARE
MANCHESTER,KY,1,CLAY
MANCHESTER,NH,4,HILLSBOROUGH
MANCHESTER,TN,2,COFFEE
MANDAN,ND,1,MORTON
MANDEVILLE,LA,1,ST. TAMMANY
MANGUM,OK,1,GREER
MANHASSET,NY,1,NASSAU
MANHATTAN,KS,2,RILEY
MANISTEE,MI,1,MANISTEE
MANISTIQUE,MI,2,SCHOOLCRAFT
MANITOWOC,WI,1,MANITOWOC
MANKATO,KS,1,JEWELL
MANKATO,MN,1,BLUE EARTH
MANNING,IA,2,CARROLL
MANNING,SC,1,CLARENDON
MANSFIELD,LA,1,DE SOTO
MANSFIELD,OH,3,RICHLAND
MANSFIELD,TX,3,TARRANT
MANSFIELD CENTER,CT,1,TOLLAND
MANTECA,CA,2,SAN JOAQUIN
MANY,LA,1,SABINE
MAPLE GROVE,MN,1,HENNEPIN
MAQUOKETA,IA,1,JACKSON
MARATHON,FL,1,MONROE
MARBLE FALLS,TX,1,BURNET
MARCY,NY,1,ONEIDA
MARENGO,IA,1,IOWA
MARGARETVILLE,NY,1,DELAWARE
MARGATE,FL,1,BROWARD
MARIANNA,FL,1,JACKSON
MARIETTA,GA,2,COBB
MARIETTA,OH,2,WASHINGTON
MARIETTA,OK,1,LOVE
MARINA DEL REY,CA,1,LOS ANGELES
MARINETTE,WI,1,MARINETTE
MARION,IL,2,WILLIAMSON
MARION,IN,3,GRANT
MARION,KS,1,MARION
MARION,KY,1,CRITTENDEN
MARION,NC,1,MCDOWELL
MARION,OH,1,MARION
MARION,VA,3,SMYTH
MARIPOSA,CA,1,MARIPOSA
MARKS,MS,1,QUITMAN
MARKSVILLE,LA,1,AVOYELLES
MARLBOROUGH,MA,1,MIDDLESEX
MARLETTE,MI,1,SANILAC
MARLIN,TX,1,FALLS
MARLTON,NJ,3,BURLINGTON
MARQUETTE,MI,1,MARQUETTE
MARRERO,LA,2,JEFFERSON
MARSHALL,MI,1,CALHOUN
MARSHALL,MN,1,LYON
MARSHALL,MO,1,SALINE
MARSHALL,TX,1,HARRISON
MARSHALLTOWN,IA,1,MARSHALL
MARSHFIELD,WI,2,WOOD
MARTIN,KY,1,FLOYD
MARTIN,SD,1,BENNETT
MARTIN,TN,2,WEAKLEY
MARTINEZ,CA,2,CONTRA COSTA
MARTINS FERRY,OH,1,BELMONT
MARTINSBURG,WV,2,BERKELEY
MARTINSVILLE,IN,1,MORGAN
MARTINSVILLE,VA,1,MARTINSVILLE
MARYLAND HEIGHTS,MO,1,ST. LOUIS
MARYSVILLE,CA,1,YUBA
MARYSVILLE,KS,1,MARSHALL
MARYSVILLE,OH,1,UNION
MARYSVILLE,WA,1,SNOHOMISH
MARYVILLE,IL,1,MADISON
MARYVILLE,MO,1,NODAWAY
MARYVILLE,TN,1,BLOUNT
MASON,OH,2,WARREN
MASON CITY,IA,2,CERRO GORDO
MASSENA,NY,1,ST. LAWRENCE
MASSILLON,OH,3,STARK
MATHER,CA,1,SACRAMENTO
MATTHEWS,NC,1,MECKLENBURG
MATTOON,IL,1,COLES
MAUMEE,OH,2,LUCAS
MAUMELLE,AR,1,PULASKI
MAUSTON,WI,1,JUNEAU
MAYAGUEZ,PR,5,MAYAGUEZ
MAYFIELD,KY,1,GRAVES
MAYFIELD HEIGHTS,OH,1,CUYAHOGA
MAYS LANDING,NJ,1,ATLANTIC
MAYSVILLE,KY,1,MASON
MAYVILLE,ND,1,TRAILL
MAYWOOD,IL,1,COOK
MC GEHEE,AR,1,DESHA
MC KENZIE,TN,1,CARROLL
MC MINNVILLE,TN,1,WARREN
MCALESTER,OK,2,PITTSBURG
MCALLEN,TX,6,HIDALGO
MCCALL,ID,1,VALLEY
MCCAMEY,TX,1,UPTON
MCCLEARY,WA,1,GRAYS HARBOR
MCCOMB,MS,1,PIKE
MCCONNELLSBURG,PA,1,FULTON
MCCOOK,NE,1,RED WILLOW
MCDOWELL,KY,1,FLOYD
MCHENRY,IL,1,MCHENRY
MCKEES ROCKS,PA,1,ALLEGHENY
MCKEESPORT,PA,2,ALLEGHENY
MCKINNEY,TX,5,COLLIN
MCLAUGHLIN,SD,1,CORSON
MCLEANSBORO,IL,1,HAMILTON
MCMINNVILLE,OR,1,YAMHILL
MCPHERSON,KS,1,MCPHERSON
MCVILLE,ND,1,NELSON
MEADE,KS,1,MEADE
MEADOWBROOK,PA,1,MONTGOMERY
MEADVILLE,MS,1,FRANKLIN
MEADVILLE,PA,1,CRAWFORD
MECHANICSBURG,PA,2,CUMBERLAND
MECHANICSVILLE,VA,2,HANOVER
MEDFORD,MA,1,MIDDLESEX
MEDFORD,OR,2,JACKSON
MEDFORD,WI,2,TAYLOR
MEDIA,PA,1,DELAWARE
MEDICAL LAKE,WA,1,SPOKANE
MEDICINE LODGE,KS,1,BARBER
MEDINA,NY,1,ORLEANS
MEDINA,OH,1,MEDINA
MEEKER,CO,1,RIO BLANCO
MELBOURNE,FL,6,BREVARD
MELROSE,MA,1,MIDDLESEX
MELROSE,MN,1,STEARNS
MELROSE PARK,IL,2,COOK
MEMPHIS,MO,1,SCOTLAND
MEMPHIS,TN,18,SHELBY
MENA,AR,1,POLK
MENDENHALL,MS,1,SIMPSON
MENDOTA,IL,2,LA SALLE
MENLO PARK,CA,2,SAN MATEO
MENOMONEE FALLS,WI,1,WAUKESHA
MENOMONIE,WI,1,DUNN
MEQUON,WI,2,OZAUKEE
MERCED,CA,2,MERCED
MERIDEN,CT,1,NEW HAVEN
MERIDIAN,ID,2,ADA
MERIDIAN,MS,7,LAUDERDALE
MERRILL,WI,1,LINCOLN
MERRILLVILLE,IN,2,LAKE
MESA,AZ,8,MARICOPA
MESCALERO,NM,1,OTERO
MESQUITE,NV,1,CLARK
MESQUITE,TX,3,DALLAS
METAIRIE,LA,4,JEFFERSON
METHUEN,MA,1,ESSEX
METROPOLIS,IL,1,MASSAC
METTER,GA,1,CANDLER
MEXIA,TX,1,LIMESTONE
MEXICO,MO,1,AUDRAIN
MEYERSDALE,PA,1,SOMERSET
MIAMI,FL,22,MIAMI-DADE
MIAMI,OK,2,OTTAWA
MIAMI BEACH,FL,1,MIAMI-DADE
MIAMI LAKES,FL,1,MIAMI-DADE
MIAMISBURG,OH,2,MONTGOMERY
MICHIGAN CITY,IN,1,LAPORTE
MIDDLE POINT,OH,1,VAN WERT
MIDDLEBOROUGH,MA,2,PLYMOUTH
MIDDLEBURG,FL,1,CLAY
MIDDLEBURG HEIGHTS,OH,2,CUYAHOGA
MIDDLEBURY,VT,1,ADDISON
MIDDLESBORO,KY,1,BELL
MIDDLETOWN,CT,1,MIDDLESEX
MIDDLETOWN,DE,1,NEW CASTLE
MIDDLETOWN,NY,1,ORANGE
MIDDLETOWN,OH,1,BUTLER
MIDLAND,MI,1,MIDLAND
MIDLAND,TX,5,MIDLAND
MIDLOTHIAN,VA,3,CHESTERFIELD
MIDVALE,UT,1,SALT LAKE
MIDWEST CITY,OK,2,OKLAHOMA
MILAN,MO,1,SULLIVAN
MILAN,TN,1,GIBSON
MILBANK,SD,1,GRANT
MILES CITY,MT,1,CUSTER
MILFORD,CT,1,NEW HAVEN
MILFORD,DE,1,SUSSEX
MILFORD,MA,1,WORCESTER
MILFORD,NH,1,HILLSBOROUGH
MILFORD,UT,1,BEAVER
MILLEDGEVILLE,GA,2,BALDWIN
MILLEN,GA,1,JENKINS
MILLER,SD,1,HAND
MILLERSBURG,OH,1,HOLMES
MILLINOCKET,ME,1,PENOBSCOT
MILTON,FL,2,SANTA ROSA
MILTON,MA,1,NORFOLK
MILWAUKEE,WI,11,MILWAUKEE
MILWAUKIE,OR,1,CLACKAMAS
MINDEN,LA,1,WEBSTER
MINDEN,NE,1,KEARNEY
MINDEN,NV,1,DOUGLAS
MINEOLA,NY,1,NASSAU
MINERAL WELLS,TX,1,PALO PINTO
MINNEAPOLIS,KS,1,OTTAWA
MINNEAPOLIS,MN,7,HENNEPIN
MINNEOLA,KS,1,CLARK
MINOT,ND,2,WARD
MIRADERO,PR,1,MAYAGUEZ
MIRAMAR,FL,1,BROWARD
MIRAMAR BEACH,FL,1,WALTON
MISHAWAKA,IN,5,['ST. JOSEPH' 'ST JOSEPH']
MISSION,TX,1,HIDALGO
MISSION HILLS,CA,1,LOS ANGELES
MISSION VIEJO,CA,2,ORANGE
MISSOULA,MT,2,MISSOULA
MISSOURI VALLEY,IA,1,HARRISON
MITCHELL,SD,1,DAVISON
MOAB,UT,1,GRAND
MOBERLY,MO,1,RANDOLPH
MOBILE,AL,7,MOBILE
MOBRIDGE,SD,1,WALWORTH
MOCA,PR,1,MOCA
MOCKSVILLE,NC,1,DAVIE
MODESTO,CA,7,STANISLAUS
MOLINE,IL,1,ROCK ISLAND
MONACILLO URBANO,PR,11,SAN JUAN
MONAHANS,TX,1,WARD
MONETT,MO,1,BARRY
MONMOUTH,IL,1,WARREN
MONONGAHELA,PA,1,WASHINGTON
MONROE,GA,2,WALTON
MONROE,LA,7,OUACHITA
MONROE,MI,1,MONROE
MONROE,NC,1,UNION
MONROE,WA,2,SNOHOMISH
MONROE,WI,1,GREEN
MONROEVILLE,AL,1,MONROE
MONROEVILLE,PA,3,ALLEGHENY
MONROVIA,CA,1,LOS ANGELES
MONTCLAIR,CA,1,SAN BERNARDINO
MONTCLAIR,NJ,1,ESSEX
MONTEBELLO,CA,1,LOS ANGELES
MONTEREY,CA,1,MONTEREY
MONTEREY PARK,CA,2,LOS ANGELES
MONTEVIDEO,MN,1,CHIPPEWA
MONTEZUMA,GA,1,MACON
MONTGOMERY,AL,8,['MONGOMERY' 'MONTGOMERY']
MONTGOMERY,WV,1,FAYETTE
MONTICELLO,AR,1,DREW
MONTICELLO,GA,1,JASPER
MONTICELLO,IL,2,PIATT
MONTICELLO,IN,1,WHITE
MONTICELLO,KY,1,WAYNE
MONTICELLO,MN,1,WRIGHT
MONTICELLO,MS,1,LAWRENCE
MONTICELLO,UT,1,SAN JUAN
MONTOUR FALLS,NY,1,SCHUYLER
MONTPELIER,ID,1,BEAR LAKE
MONTPELIER,OH,1,WILLIAMS
MONTROSE,CO,1,MONTROSE
MONTROSE,NY,1,WESTCHESTER
MONTROSE,PA,2,SUSQUEHANNA
MOORESVILLE,IN,1,MORGAN
MOORESVILLE,NC,1,IREDELL
MOOSE LAKE,MN,1,CARLTON
MORA,MN,1,KANABEC
MOREHEAD,KY,1,ROWAN
MOREHEAD CITY,NC,1,CARTERET
MORENO VALLEY,CA,2,RIVERSIDE
MORGAN CITY,LA,1,ST. MARY
MORGANFIELD,KY,1,UNION
MORGANTON,NC,1,BURKE
MORGANTOWN,WV,3,MONONGALIA
MORRILTON,AR,1,CONWAY
MORRIS,IL,1,GRUNDY
MORRIS,MN,1,STEVENS
MORRIS PLAINS,NJ,1,MORRIS
MORRISON,IL,1,WHITESIDE
MORRISTOWN,NJ,3,MORRIS
MORRISTOWN,TN,2,HAMBLEN
MORRISVILLE,VT,1,LAMOILLE
MORTON,MS,1,SCOTT
MORTON,TX,1,COCHRAN
MORTON,WA,1,LEWIS
MOSCOW,ID,1,LATAH
MOSES LAKE,WA,1,GRANT
MOSS BEACH,CA,1,SAN MATEO
MOULTON,AL,1,LAWRENCE
MOULTRIE,GA,2,COLQUITT
MOUNDRIDGE,KS,1,MCPHERSON
MOUNT AIRY,NC,1,SURRY
MOUNT AYR,IA,2,RINGGOLD
MOUNT CARMEL,IL,1,WABASH
MOUNT CLEMENS,MI,3,MACOMB
MOUNT GILEAD,OH,1,MORROW
MOUNT HOLLY,NJ,1,BURLINGTON
MOUNT KISCO,NY,1,WESTCHESTER
MOUNT PLEASANT,IA,2,HENRY
MOUNT PLEASANT,MI,1,ISABELLA
MOUNT PLEASANT,PA,1,WESTMORELAND
MOUNT PLEASANT,SC,2,CHARLESTON
MOUNT PLEASANT,TX,1,TITUS
MOUNT PLEASANT,UT,1,SANPETE
MOUNT SHASTA,CA,1,SISKIYOU
MOUNT VERNON,IL,2,JEFFERSON
MOUNT VERNON,MO,1,LAWRENCE
MOUNT VERNON,NY,1,WESTCHESTER
MOUNT VERNON,OH,1,KNOX
MOUNT VERNON,TX,1,FRANKLIN
MOUNTAIN CITY,TN,1,JOHNSON
MOUNTAIN HOME,AR,1,BAXTER
MOUNTAIN HOME,ID,1,ELMORE
MOUNTAIN HOME,TN,1,WASHINGTON
MOUNTAIN VIEW,AR,1,STONE
MOUNTAIN VIEW,CA,1,SANTA CLARA
MOUNTAIN VIEW,MO,1,HOWELL
MOUNTAINSIDE,NJ,1,UNION
MT GRETNA,PA,1,LEBANON
MT PLEASANT,SC,1,CHARLESTON
MT VERNON,KY,1,ROCKCASTLE
MT VERNON,WA,1,SKAGIT
MT. STERLING,KY,1,MONTGOMERY
MT. VERNON,IL,1,JEFFERSON
MUENSTER,TX,1,COOKE
MULESHOE,TX,1,BAILEY
MULLINS,SC,1,MARION
MUNCIE,IN,3,DELAWARE
MUNCY,PA,1,LYCOMING
MUNISING,MI,1,ALGER
MUNSTER,IN,2,LAKE
MURFREESBORO,AR,1,PIKE
MURFREESBORO,TN,4,RUTHERFORD
MURPHY,NC,1,CHEROKEE
MURPHY,TX,1,COLLIN
MURPHYSBORO,IL,1,JACKSON
MURRAY,KY,1,CALLOWAY
MURRAY,UT,3,SALT LAKE
MURRELLS INLET,SC,1,GEORGETOWN
MURRIETA,CA,2,RIVERSIDE
MUSCATINE,IA,1,MUSCATINE
MUSCLE SHOALS,AL,1,COLBERT
MUSKEGON,MI,3,MUSKEGON
MUSKOGEE,OK,4,MUSKOGEE
MYRTLE BEACH,SC,1,HORRY
N CHARLESTON,SC,1,CHARLESTON
NACOGDOCHES,TX,3,NACOGDOCHES
NAGS HEAD,NC,1,DARE
NAMPA,ID,1,CANYON
NANTICOKE,PA,1,LUZERNE
NANTUCKET,MA,1,NANTUCKET
NAPA,CA,2,NAPA
NAPERVILLE,IL,2,DUPAGE
NAPLES,FL,6,COLLIER
NAPOLEON,OH,1,HENRY
NAPOLEONVILLE,LA,1,ASSUMPTION
NASHUA,NH,4,HILLSBOROUGH
NASHVILLE,AR,2,HOWARD
NASHVILLE,GA,1,BERRIEN
NASHVILLE,IL,1,WASHINGTON
NASHVILLE,TN,13,DAVIDSON
NASSAU BAY,TX,1,HARRIS
NASSAWADOX,VA,1,NORTHAMPTON
NATCHEZ,MS,2,ADAMS
NATCHITOCHES,LA,2,NATCHITOCHES
NATICK,MA,1,MIDDLESEX
NATIONAL CITY,CA,1,SAN DIEGO
NATRONA HEIGHTS,PA,2,ALLEGHENY
NAVASOTA,TX,1,GRIMES
NE SALEM,OR,1,MARION
NEBRASKA CITY,NE,2,OTOE
NEDERLAND,TX,1,JEFFERSON
NEEDHAM,MA,1,NORFOLK
NEEDLES,CA,1,SAN BERNARDINO
NEENAH,WI,2,WINNEBAGO
NEILLSVILLE,WI,1,CLARK
NELIGH,NE,1,ANTELOPE
NELLIS AFB,NV,1,CLARK
NELSONVILLE,OH,1,ATHENS
NEODESHA,KS,1,WILSON
NEOSHO,MO,1,NEWTON
NEPHI,UT,1,JUAB
NEPTUNE,NJ,2,MONMOUTH
NESS CITY,KS,1,NESS
NEVADA,IA,2,STORY
NEVADA,MO,2,VERNON
NEW ALBANY,IN,3,FLOYD
NEW ALBANY,MS,1,UNION
NEW ALBANY,OH,1,FRANKLIN
NEW BEDFORD,MA,2,BRISTOL
NEW BERN,NC,1,CRAVEN
NEW BRAUNFELS,TX,4,COMAL
NEW BRITAIN,CT,2,HARTFORD
NEW BRUNSWICK,NJ,5,MIDDLESEX
NEW CANAAN,CT,1,FAIRFIELD
NEW CASTLE,DE,2,NEW CASTLE
NEW CASTLE,IN,1,HENRY
NEW CASTLE,PA,1,LAWRENCE
NEW HAMPTON,IA,1,CHICKASAW
NEW HAMPTON,NY,1,ORANGE
NEW HAVEN,CT,2,NEW HAVEN
NEW HYDE PARK,NY,1,QUEENS
NEW IBERIA,LA,3,IBERIA
NEW KENT,VA,1,NEW KENT
NEW LENOX,IL,1,WILL
NEW LONDON,CT,1,NEW LONDON
NEW LONDON,NH,1,MERRIMACK
NEW LONDON,WI,1,OUTAGAMIE
NEW MARTINSVILLE,WV,1,WETZEL
NEW MILFORD,CT,1,LITCHFIELD
NEW ORLEANS,LA,19,['JEFFERSON' 'ORLEANS' 'SAINT BERNARD']
NEW PORT RICHEY,FL,2,PASCO
NEW PRAGUE,MN,1,SCOTT
NEW RICHMOND,WI,1,ST. CROIX
NEW ROADS,LA,1,POINTE COUPEE
NEW ROCHELLE,NY,1,WESTCHESTER
NEW SMYRNA BEACH,FL,1,VOLUSIA
NEW ULM,MN,1,BROWN
NEW YORK,NY,27,NEW YORK
NEWARK,DE,2,NEW CASTLE
NEWARK,NJ,6,ESSEX
NEWARK,NY,1,WAYNE
NEWARK,OH,4,LICKING
NEWBERG,OR,1,YAMHILL
NEWBERRY,MI,1,LUCE
NEWBERRY,SC,1,NEWBERRY
NEWBURGH,IN,3,WARRICK
NEWBURGH,NY,1,ORANGE
NEWBURYPORT,MA,1,ESSEX
NEWCASTLE,WY,1,WESTON
NEWFANE,NY,1,NIAGARA
NEWINGTON,CT,1,HARTFORD
NEWNAN,GA,3,COWETA
NEWPORT,AR,1,JACKSON
NEWPORT,OR,1,LINCOLN
NEWPORT,RI,2,NEWPORT
NEWPORT,TN,1,COCKE
NEWPORT,VT,1,ORLEANS
NEWPORT,WA,1,PEND OREILLE
NEWPORT BEACH,CA,2,ORANGE
NEWPORT NEWS,VA,4,NEWPORT NEWS
NEWTON,IA,1,JASPER
NEWTON,KS,2,HARVEY
NEWTON,MA,1,MIDDLESEX
NEWTON,MS,1,NEWTON
NEWTON,NJ,1,SUSSEX
NIAGARA FALLS,NY,1,NIAGARA
NICEVILLE,FL,1,OKALOOSA
NILES,MI,1,BERRIEN
NISKAYUNA,NY,1,SCHENECTADY
NOBLESVILLE,IN,1,HAMILTON
NOCONA,TX,1,MONTAGUE
NOGALES,AZ,1,SANTA CRUZ
NOME,AK,1,NOME
NORCROSS,GA,1,GWINNETT
NORFOLK,NE,3,MADISON
NORFOLK,VA,7,NORFOLK
NORMAL,IL,1,MCLEAN
NORMAN,OK,5,CLEVELAND
NORRISTOWN,PA,5,MONTGOMERY
NORTH ADAMS,MA,1,BERKSHIRE
NORTH BERGEN,NJ,1,HUDSON
NORTH CHARLESTON,SC,2,CHARLESTON
NORTH CHICAGO,IL,1,LAKE
NORTH CONWAY,NH,1,CARROLL
NORTH HORNELL,NY,1,STEUBEN
NORTH KANSAS CITY,MO,2,CLAY
NORTH LAS VEGAS,NV,2,CLARK
NORTH LITTLE ROCK,AR,2,PULASKI
NORTH LOGAN,UT,1,CACHE
NORTH MIAMI,FL,1,MIAMI-DADE
NORTH MIAMI BEACH,FL,1,MIAMI-DADE
NORTH PLATTE,NE,1,LINCOLN
NORTH PROVIDENCE,RI,1,PROVIDENCE
NORTH RICHLAND HILLS,TX,1,TARRANT
NORTH SMITHFIELD,RI,1,PROVIDENCE
NORTH TONAWANDA,NY,1,NIAGARA
NORTH VERNON,IN,1,JENNINGS
NORTH VIEW,GA,1,RICHMOND
NORTH WARREN,PA,1,WARREN
NORTH WILKESBORO,NC,1,WILKES
NORTHAMPTON,MA,2,HAMPSHIRE
NORTHFIELD,MN,1,DAKOTA
NORTHFIELD,OH,1,SUMMIT
NORTHLAKE,IL,1,COOK
NORTHPORT,AL,1,TUSCALOOSA
NORTHPORT,NY,1,SUFFOLK
NORTHRIDGE,CA,1,LOS ANGELES
NORTHWOOD,ND,1,GRAND FORKS
NORTON,KS,1,NORTON
NORTON,VA,2,NORTON
NORWALK,CA,3,LOS ANGELES
NORWALK,CT,1,FAIRFIELD
NORWALK,OH,1,HURON
NORWAY,ME,1,OXFORD
NORWICH,CT,1,NEW LONDON
NORWICH,NY,1,CHENANGO
NORWOOD,MA,1,NORFOLK
NOVATO,CA,1,MARIN
NOVI,MI,1,OAKLAND
NOWATA,OK,1,NOWATA
NYACK,NY,1,ROCKLAND
O'FALLON,MO,1,ST. CHARLES
O'NEILL,NE,1,HOLT
OAK BLUFFS,MA,1,DUKES
OAK FOREST,IL,1,COOK
OAK GROVE,LA,1,WEST CARROLL
